,Unnamed: 0,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Brand
1078,1078,Porsche Boxster,Kolkata,2015,10512,Petrol,Automatic,First,8.6,2706,265.0,2,64.0,Porsche
1079,1079,Maruti Swift,Pune,2016,58000,Diesel,Manual,First,22.9,1248,74.0,5,7.55,Maruti
1080,1080,Tata Zest,Mumbai,2014,40000,Petrol,Manual,First,17.57,1193,88.7,5,3.95,Tata
1081,1081,Hyundai i20,Bangalore,2010,61000,Petrol,Manual,Fourth & Above,17.0,1197,80.0,5,3.25,Hyundai
1082,1082,Skoda Fabia,Mumbai,2009,86000,Diesel,Manual,First,19.4,1422,70.0,5,2.75,Skoda
1083,1083,Toyota Corolla,Kolkata,2015,45000,Diesel,Manual,First,21.43,1364,87.2,5,7.35,Toyota
1084,1084,Volkswagen Ameo,Ahmedabad,2017,55000,Petrol,Manual,First,17.0,1198,73.75,5,4.7,Volkswagen
1085,1085,Hyundai Creta,Kochi,2016,36855,Petrol,Manual,Second,15.29,1591,121.3,5,8.77,Hyundai
1086,1086,Hyundai i10,Kochi,2013,46821,Petrol,Manual,First,20.36,1197,78.9,5,3.42,Hyundai
1087,1087,Chevrolet Beat,Kolkata,2015,120000,Petrol,Manual,First,18.6,1199,76.8,5,2.5,Chevrolet
1088,1088,Jaguar XF,Kolkata,2012,29000,Diesel,Automatic,First,14.74,2993,270.9,5,20.0,Jaguar
1089,1089,Nissan Terrano,Mumbai,2014,40000,Petrol,Manual,First,13.24,1598,102.5,5,5.25,Nissan
1090,1090,Audi Q3,Delhi,2013,60000,Diesel,Automatic,Second,15.73,1968,174.33,5,14.5,Audi
1091,1091,Hyundai i10,Mumbai,2011,64984,Petrol,Automatic,First,16.95,1197,78.9,5,3.45,Hyundai
1092,1092,Maruti Alto,Pune,2015,73204,Petrol,Automatic,First,24.07,998,67.1,5,3.3,Maruti
1093,1093,Audi Q7,Bangalore,2014,50000,Diesel,Automatic,First,11.33,4134,335.2,7,51.0,Audi
1094,1094,Maruti Vitara,Kolkata,2017,35000,Diesel,Manual,First,24.3,1248,88.5,5,6.5,Maruti
1095,1095,Hyundai EON,Hyderabad,2013,17729,Petrol,Manual,First,21.1,814,55.2,5,3.65,Hyundai
1096,1096,Mahindra XUV300,Chennai,2012,97000,Diesel,Manual,First,20.0,1497,115.0,5,7.25,Mahindra
1097,1097,Hyundai Verna,Kochi,2014,89614,Diesel,Manual,First,22.0,1582,126.2,5,6.01,Hyundai
1098,1098,Maruti Wagon,Kolkata,2015,14000,Petrol,Manual,First,18.9,998,67.1,5,2.8,Maruti
1099,1099,Hyundai i20,Chennai,2012,50000,Petrol,Manual,First,17.0,1197,80.0,5,4.0,Hyundai
1100,1100,Honda City,Delhi,2014,62505,Petrol,Manual,First,17.4,1497,117.3,5,5.95,Honda
1101,1101,Toyota Innova,Chennai,2011,248000,Diesel,Manual,Second,12.8,2494,102.0,7,9.2,Toyota
1102,1102,Hyundai Verna,Pune,2012,94900,Diesel,Manual,First,16.8,1493,110.0,5,5.35,Hyundai
1103,1103,Tata Hexa,Delhi,2017,55000,Diesel,Manual,First,17.6,2179,153.86,7,12.0,Tata
1104,1104,Audi Q7,Coimbatore,2015,53735,Diesel,Automatic,Second,12.07,2967,241.4,7,38.94,Audi
1105,1105,Maruti Wagon,Coimbatore,2008,53934,Petrol,Manual,Second,18.9,998,67.1,5,2.69,Maruti
1106,1106,BMW 5,Bangalore,2013,58500,Diesel,Automatic,Second,17.09,1995,218.0,5,27.5,BMW
1107,1107,Honda Amaze,Kolkata,2014,48000,Petrol,Manual,First,18.0,1198,86.7,5,2.75,Honda
1108,1108,Maruti Alto,Mumbai,2016,24000,Petrol,Manual,First,24.7,796,47.3,5,2.8,Maruti
1109,1109,Hyundai Verna,Mumbai,2016,52001,Petrol,Manual,First,17.01,1591,121.3,5,6.45,Hyundai
1110,1110,Tata Tiago,Coimbatore,2018,9565,Petrol,Manual,First,23.84,1199,84.0,5,5.88,Tata
1111,1111,Maruti Swift,Pune,2013,32953,Petrol,Manual,First,18.6,1197,85.8,5,4.65,Maruti
1112,1112,Hyundai EON,Jaipur,2014,18000,Petrol,Manual,First,21.1,814,55.2,5,2.5,Hyundai
1113,1113,Mercedes-Benz E-Class,Kochi,2018,20446,Petrol,Automatic,First,12.6,1950,191.34,5,51.35,Mercedes-Benz
1114,1114,Hyundai i20,Hyderabad,2016,33016,Diesel,Manual,First,22.54,1396,88.73,5,6.85,Hyundai
1115,1115,Toyota Etios,Chennai,2012,48000,Diesel,Manual,First,23.59,1364,67.05,5,5.25,Toyota
1116,1116,Toyota Corolla,Coimbatore,2014,72022,Diesel,Manual,First,21.43,1364,87.2,5,9.23,Toyota
1117,1117,Mini Cooper,Ahmedabad,2014,34000,Diesel,Automatic,First,20.7,1496,113.98,5,22.0,Mini
1118,1118,Volkswagen Polo,Hyderabad,2014,69000,Diesel,Manual,First,20.14,1498,88.8,5,5.19,Volkswagen
1119,1119,Skoda Superb,Pune,2009,108000,Petrol,Automatic,First,13.7,1798,157.75,5,4.35,Skoda
1120,1120,Mercedes-Benz E-Class,Hyderabad,2013,34700,Diesel,Automatic,First,10.0,2148,170.0,5,24.5,Mercedes-Benz
1121,1121,Maruti Swift,Pune,2015,79000,Diesel,Manual,First,17.8,1248,75.0,5,5.75,Maruti
1122,1122,Honda City,Kochi,2016,58197,Petrol,Automatic,First,18.0,1497,117.3,5,9.19,Honda
1123,1123,BMW 7,Pune,2008,66000,Petrol,Automatic,Second,8.45,2979,321.0,5,10.75,BMW
1124,1124,Hyundai i10,Bangalore,2009,60000,Petrol,Automatic,First,19.2,1197,80.0,5,2.99,Hyundai
1125,1125,Maruti Swift,Kolkata,2014,57000,Diesel,Manual,First,26.59,1248,74.0,5,3.89,Maruti
1126,1126,Honda City,Coimbatore,2018,45555,Diesel,Manual,First,26.0,1498,98.6,5,11.73,Honda
1127,1127,Maruti Omni,Coimbatore,2016,55137,Petrol,Manual,First,14.0,796,35.0,5,3.11,Maruti
1128,1128,Skoda Superb,Jaipur,2014,93325,Diesel,Manual,Second,17.2,1968,138.1,5,14.45,Skoda
1129,1129,Maruti Ertiga,Ahmedabad,2018,38000,Diesel,Manual,First,24.52,1248,88.5,7,8.7,Maruti
1130,1130,Hyundai Grand,Kochi,2016,57738,Diesel,Manual,First,24.0,1120,70.0,5,5.04,Hyundai
1131,1131,Maruti Ciaz,Jaipur,2017,38282,Diesel,Manual,First,28.09,1248,88.5,5,8.5,Maruti
1132,1132,Mercedes-Benz New,Delhi,2014,64000,Diesel,Automatic,First,19.27,2143,170.0,5,15.65,Mercedes-Benz
1133,1133,Fiat Avventura,Mumbai,2015,32000,Diesel,Manual,First,20.5,1248,91.72,5,5.65,Fiat
1134,1134,Mercedes-Benz E-Class,Bangalore,2010,83000,Petrol,Automatic,First,10.93,2497,204.0,5,16.5,Mercedes-Benz
1135,1135,Maruti Zen,Ahmedabad,2011,76000,CNG,Manual,First,26.3,998,67.1,5,2.0,Maruti
1136,1136,Volkswagen Vento,Pune,2012,67200,Petrol,Manual,First,15.04,1598,103.6,5,3.9,Volkswagen
1137,1137,BMW 3,Jaipur,2013,62655,Diesel,Automatic,First,18.88,1995,184.0,5,14.5,BMW
1138,1138,BMW 5,Bangalore,2015,16900,Diesel,Automatic,First,14.69,2993,258.0,5,44.0,BMW
1139,1139,Hyundai Grand,Delhi,2017,8471,Petrol,Manual,First,18.9,1197,81.86,5,5.0,Hyundai
1140,1140,Toyota Innova,Hyderabad,2016,69000,Diesel,Automatic,First,11.36,2755,171.5,7,19.75,Toyota
1141,1141,Renault Duster,Coimbatore,2017,30090,Diesel,Automatic,First,19.6,1461,108.45,5,11.44,Renault
1142,1142,Tata Indica,Chennai,2011,120000,Diesel,Manual,First,18.0,1248,75.0,5,1.75,Tata
1144,1144,Mercedes-Benz E-Class,Kochi,2016,35939,Petrol,Manual,First,12.3,1796,185.0,5,30.42,Mercedes-Benz
1145,1145,Mahindra XUV500,Coimbatore,2013,116694,Diesel,Manual,First,15.1,2179,140.0,7,9.57,Mahindra
1146,1146,Mahindra Bolero,Mumbai,2016,40448,Diesel,Manual,First,15.96,2523,62.1,7,3.5,Mahindra
1147,1147,Maruti Vitara,Coimbatore,2018,64456,Diesel,Manual,First,24.3,1248,88.5,5,10.46,Maruti
1148,1148,Fiat Avventura,Pune,2014,52782,Diesel,Manual,First,20.5,1248,91.72,5,4.85,Fiat
1149,1149,Honda Amaze,Kochi,2016,51672,Petrol,Manual,First,19.5,1199,88.76,5,5.68,Honda
1150,1150,Skoda Superb,Mumbai,2015,56073,Petrol,Automatic,First,13.7,1798,157.75,5,13.25,Skoda
1151,1151,Jaguar XF,Bangalore,2011,65000,Diesel,Automatic,First,14.74,2993,270.9,5,16.0,Jaguar
1152,1152,Maruti Wagon,Chennai,2013,79000,Petrol,Manual,First,18.9,998,67.1,5,3.0,Maruti
1154,1154,Toyota Corolla,Mumbai,2010,70200,Petrol,Automatic,First,14.53,1798,138.1,5,5.0,Toyota
1155,1155,Maruti Swift,Delhi,2016,42000,Petrol,Manual,First,16.1,1197,85.0,5,4.75,Maruti
1156,1156,Volkswagen Polo,Bangalore,2014,62000,Petrol,Manual,First,16.47,1198,74.0,5,5.35,Volkswagen
1157,1157,Hyundai Grand,Hyderabad,2017,20000,Petrol,Manual,First,18.9,1197,81.86,5,5.98,Hyundai
1158,1158,Maruti SX4,Chennai,2011,80000,Diesel,Manual,Third,21.5,1248,88.8,5,3.5,Maruti
1159,1159,Hyundai Grand,Kochi,2018,50234,Petrol,Manual,First,18.9,1197,81.86,5,4.77,Hyundai
1160,1160,Maruti Baleno,Delhi,2016,50003,Petrol,Manual,First,21.4,1197,83.1,5,5.45,Maruti
1161,1161,Tata Tigor,Ahmedabad,2018,1000,Petrol,Automatic,First,20.3,1199,84.0,5,6.85,Tata
1162,1162,Maruti Swift,Jaipur,2016,54897,Diesel,Automatic,First,26.59,1248,74.0,5,7.3,Maruti
1163,1163,Tata Indica,Pune,2007,108995,Petrol,Manual,First,15.3,1193,65.3,5,1.25,Tata
1164,1164,Maruti SX4,Chennai,2015,73000,Diesel,Manual,First,22.7,1598,118.0,5,8.25,Maruti
1165,1165,Maruti Swift,Ahmedabad,2008,65000,Petrol,Manual,First,16.1,1298,88.2,5,2.71,Maruti
1166,1166,Hyundai Xcent,Kolkata,2016,32000,Petrol,Manual,First,19.1,1197,82.0,5,3.6,Hyundai
1167,1167,Hyundai i20,Ahmedabad,2010,65000,Petrol,Manual,First,18.5,1197,80.0,5,3.0,Hyundai
1168,1168,Maruti Celerio,Hyderabad,2016,21600,Petrol,Automatic,First,23.1,998,67.04,5,4.65,Maruti
1169,1169,Mercedes-Benz New,Mumbai,2010,39000,Diesel,Automatic,First,14.84,2143,170.0,5,9.5,Mercedes-Benz
1170,1170,Maruti Swift,Mumbai,2011,58075,Petrol,Manual,First,17.5,1298,85.8,5,2.95,Maruti
1171,1171,Volkswagen Vento,Mumbai,2011,58000,Petrol,Manual,First,15.04,1598,103.6,5,3.0,Volkswagen
1172,1172,Maruti Swift,Hyderabad,2015,58000,Diesel,Manual,First,25.2,1248,74.0,5,5.95,Maruti
1173,1173,Toyota Corolla,Delhi,2008,89000,Petrol,Automatic,First,14.53,1798,138.1,5,4.0,Toyota
1174,1174,Honda Civic,Delhi,2008,72000,Petrol,Manual,First,13.5,1799,130.0,5,2.5,Honda
1175,1175,Ford EcoSport,Kolkata,2017,1800,Petrol,Automatic,First,16.05,1499,110.4,5,11.37,Ford
1176,1176,Fiat Linea,Pune,2010,172050,Diesel,Manual,Second,19.0,1248,93.0,5,2.25,Fiat
1177,1177,Hyundai i10,Jaipur,2013,46230,Petrol,Manual,First,19.81,1086,68.05,5,3.1,Hyundai
1178,1178,Volvo XC60,Kochi,2014,86925,Diesel,Automatic,First,11.2,2400,215.0,5,17.18,Volvo
1179,1179,Hyundai i20,Jaipur,2018,5000,Petrol,Manual,First,18.6,1197,81.83,5,6.5,Hyundai
1180,1180,Honda City,Ahmedabad,2014,66000,Diesel,Manual,First,26.0,1498,98.6,5,5.7,Honda
1181,1181,Toyota Innova,Ahmedabad,2013,119000,Diesel,Manual,First,12.99,2494,100.0,8,8.0,Toyota
1182,1182,Renault KWID,Chennai,2016,45000,Petrol,Manual,First,25.17,799,53.3,5,2.6,Renault
1183,1183,Maruti A-Star,Hyderabad,2009,66149,Petrol,Manual,First,19.0,998,66.1,5,2.45,Maruti
1184,1184,Mercedes-Benz B,Kochi,2014,42070,Petrol,Automatic,First,14.8,1595,120.7,5,11.57,Mercedes-Benz
1185,1185,Maruti Wagon,Kolkata,2012,35503,Petrol,Manual,First,18.9,998,67.1,5,2.3,Maruti
1186,1186,Maruti Swift,Jaipur,2016,41460,Diesel,Manual,First,25.2,1248,74.0,5,5.9,Maruti
1187,1187,Hyundai Verna,Mumbai,2015,40600,Petrol,Automatic,First,17.0,1591,121.3,5,7.2,Hyundai
1188,1188,Hyundai Verna,Ahmedabad,2013,87000,Diesel,Automatic,First,22.0,1582,126.2,5,5.9,Hyundai
1189,1189,Honda City,Chennai,2014,30000,Petrol,Manual,Second,16.8,1497,116.3,5,6.0,Honda
1190,1190,Hyundai i10,Kolkata,2010,27089,Petrol,Manual,First,16.0,1086,66.7,5,1.95,Hyundai
1191,1191,Toyota Etios,Coimbatore,2016,53702,Diesel,Manual,First,23.59,1364,67.04,5,6.55,Toyota
1192,1192,Volvo S60,Hyderabad,2015,51000,Diesel,Automatic,First,27.03,1969,190.0,5,25.0,Volvo
1193,1193,Ford Figo,Kolkata,2012,36542,Diesel,Manual,First,20.0,1399,68.05,5,2.65,Ford
1194,1194,Mercedes-Benz E-Class,Mumbai,2017,15000,Diesel,Automatic,First,13.0,2987,265.0,5,69.5,Mercedes-Benz
1195,1195,BMW 3,Chennai,2012,65000,Diesel,Automatic,First,22.69,1995,190.0,5,14.0,BMW
1196,1196,Maruti Alto,Pune,2014,32000,Petrol,Manual,Second,22.74,796,47.3,5,2.1,Maruti
1197,1197,Toyota Innova,Hyderabad,2017,24393,Diesel,Manual,First,13.68,2393,147.8,7,20.4,Toyota
1198,1198,Volkswagen Polo,Hyderabad,2019,1000,Petrol,Manual,First,18.78,999,75.0,5,5.68,Volkswagen
1199,1199,Nissan Terrano,Mumbai,2014,28238,Petrol,Manual,First,13.24,1598,102.5,5,5.55,Nissan
1200,1200,Mitsubishi Pajero,Mumbai,2013,59000,Diesel,Manual,First,13.5,2477,175.56,7,12.75,Mitsubishi
1201,1201,Honda Civic,Mumbai,2012,92000,Petrol,Manual,Second,14.8,1799,130.2,5,3.35,Honda
1202,1202,Maruti Alto,Kolkata,2013,56840,Petrol,Manual,First,22.74,796,47.3,5,1.55,Maruti
1203,1203,Volkswagen Vento,Coimbatore,2013,62746,Diesel,Manual,Second,20.54,1598,103.6,5,5.9,Volkswagen
1204,1204,Land Rover,Hyderabad,2012,96000,Diesel,Automatic,First,12.35,2179,187.74,5,18.98,Land
1205,1205,Honda CR-V,Mumbai,2014,24000,Petrol,Manual,First,13.7,1997,153.86,5,11.51,Honda
1206,1206,Maruti Ertiga,Mumbai,2016,54000,Diesel,Manual,First,20.77,1248,88.76,7,7.75,Maruti
1207,1207,Toyota Innova,Chennai,2016,90000,Diesel,Manual,First,12.99,2494,100.6,7,13.9,Toyota
1208,1208,Tata Manza,Kolkata,2010,40000,Petrol,Manual,First,15.0,1368,90.0,5,1.35,Tata
1209,1209,Audi Q7,Mumbai,2015,65938,Diesel,Automatic,Second,12.07,2967,241.4,7,38.0,Audi
1210,1210,Hyundai Verna,Mumbai,2017,16100,Petrol,Automatic,First,17.1,1591,121.4,5,11.6,Hyundai
1211,1211,Volkswagen Vento,Hyderabad,2017,3600,Diesel,Automatic,First,21.5,1498,108.5,5,12.25,Volkswagen
1212,1212,Honda City,Jaipur,2011,52000,Petrol,Manual,First,17.0,1497,118.0,5,3.8,Honda
1213,1213,Ford Figo,Mumbai,2014,54000,Diesel,Manual,First,20.0,1399,68.05,5,3.25,Ford
1214,1214,Honda Jazz,Mumbai,2016,15399,Petrol,Manual,First,18.7,1199,88.7,5,6.4,Honda
1215,1215,Volkswagen Polo,Bangalore,2012,75000,Petrol,Manual,Second,16.47,1198,73.9,5,3.95,Volkswagen
1216,1216,Honda City,Delhi,2010,76752,Petrol,Manual,First,17.4,1497,117.3,5,3.57,Honda
1217,1217,Honda City,Mumbai,2005,56000,Petrol,Manual,Second,17.7,1497,78.0,5,1.25,Honda
1218,1218,Maruti Wagon,Pune,2015,70000,CNG,Manual,First,26.2,998,58.2,5,3.65,Maruti
1219,1219,Honda CR-V,Kolkata,2013,46125,Petrol,Automatic,Second,12.0,2354,187.4,5,12.5,Honda
1220,1220,BMW 5,Ahmedabad,2014,35000,Diesel,Automatic,Second,18.12,1995,190.0,5,23.0,BMW
1221,1221,Ambassador Classic,Chennai,2003,80000,Diesel,Manual,Third,12.8,1489,35.5,5,1.35,Ambassador
1222,1222,Mahindra Scorpio,Coimbatore,2012,62729,Diesel,Manual,First,12.05,2179,120.0,8,6.32,Mahindra
1223,1223,Volkswagen Vento,Kolkata,2012,34000,Diesel,Manual,First,20.54,1598,103.6,5,3.4,Volkswagen
1224,1224,Maruti Zen,Jaipur,1999,70000,Petrol,Manual,Second,17.3,993,60.0,5,0.77,Maruti
1225,1225,Maruti 800,Jaipur,2009,32000,Petrol,Manual,First,16.1,796,37.0,4,0.9,Maruti
1226,1226,Toyota Corolla,Delhi,2017,21000,Petrol,Automatic,First,14.28,1798,138.03,5,18.0,Toyota
1227,1227,BMW 3,Pune,2013,49000,Petrol,Automatic,First,14.59,1997,245.0,5,19.0,BMW
1228,1228,Ford Ikon,Chennai,2007,40000,Petrol,Manual,Third,13.8,1299,70.0,5,1.1,Ford
1229,1229,Chevrolet Beat,Pune,2012,78000,Petrol,Manual,Second,18.6,1199,79.4,5,2.0,Chevrolet
1230,1230,Toyota Corolla,Ahmedabad,2012,52000,Diesel,Manual,First,21.43,1364,86.79,5,6.5,Toyota
1231,1231,Mahindra XUV500,Bangalore,2014,65213,Diesel,Manual,First,16.0,2179,140.0,7,9.45,Mahindra
1232,1232,Hyundai Xcent,Mumbai,2016,170000,Diesel,Manual,First,24.4,1120,71.0,5,4.0,Hyundai
1233,1233,Mercedes-Benz E-Class,Kochi,2017,36884,Diesel,Automatic,First,13.0,2143,204.0,5,32.25,Mercedes-Benz
1234,1234,Hyundai i10,Pune,2009,62500,Petrol,Manual,First,20.36,1197,78.9,5,2.1,Hyundai
1235,1235,Toyota Corolla,Mumbai,2015,68000,Petrol,Automatic,Second,14.28,1798,138.03,5,9.75,Toyota
1236,1236,Toyota Corolla,Kolkata,2014,40748,Petrol,Manual,First,14.53,1798,138.0,5,6.3,Toyota
1237,1237,Audi Q3,Hyderabad,2013,60000,Diesel,Automatic,First,17.32,1968,184.0,5,21.0,Audi
1238,1238,Hyundai i20,Mumbai,2014,12400,Diesel,Manual,First,21.9,1396,88.8,5,4.65,Hyundai
1239,1239,Mercedes-Benz New,Mumbai,2013,87000,Diesel,Automatic,Second,19.27,2143,167.62,5,17.0,Mercedes-Benz
1240,1240,Maruti Ritz,Pune,2013,20248,Diesel,Manual,First,21.1,1248,73.9,5,4.35,Maruti
1241,1241,Hyundai Creta,Coimbatore,2017,52383,Diesel,Manual,First,19.67,1582,126.2,5,14.82,Hyundai
1242,1242,Jaguar XE,Delhi,2018,1000,Diesel,Automatic,First,13.6,1999,177.0,5,40.0,Jaguar
1243,1243,Mahindra Xylo,Chennai,2016,85000,Diesel,Manual,First,14.95,2489,93.7,7,6.15,Mahindra
1244,1244,Toyota Innova,Ahmedabad,2014,47000,Diesel,Manual,First,12.99,2494,100.6,7,11.25,Toyota
1245,1245,Toyota Camry,Pune,2018,17585,Petrol,Automatic,First,19.16,2494,157.7,5,32.0,Toyota
1246,1246,Audi Q5,Coimbatore,2018,32496,Diesel,Automatic,First,13.22,2967,241.4,5,45.62,Audi
1247,1247,Maruti Swift,Kochi,2017,34613,Diesel,Manual,First,28.4,1248,74.0,5,6.24,Maruti
1248,1248,Maruti Ertiga,Chennai,2015,153000,Diesel,Manual,First,20.77,1248,88.76,7,4.8,Maruti
1249,1249,Maruti Swift,Chennai,2014,54000,Petrol,Manual,Second,16.1,1197,85.0,5,4.5,Maruti
1250,1250,Hyundai i10,Kochi,2015,16900,Petrol,Manual,First,20.36,1197,78.9,5,3.87,Hyundai
1251,1251,Hyundai i10,Delhi,2013,62334,Petrol,Manual,First,20.36,1197,78.9,5,2.75,Hyundai
1252,1252,Maruti Baleno,Kochi,2018,23714,Petrol,Manual,First,21.4,1197,83.1,5,6.57,Maruti
1253,1253,Hyundai Accent,Jaipur,2010,52325,Petrol,Manual,First,16.36,1495,93.7,5,2.0,Hyundai
1254,1254,Honda Brio,Ahmedabad,2012,50000,Petrol,Manual,First,19.4,1198,86.8,5,3.65,Honda
1255,1255,Maruti Swift,Hyderabad,2016,55746,Diesel,Manual,First,22.9,1248,74.0,5,6.95,Maruti
1256,1256,Hyundai Xcent,Bangalore,2014,54000,Petrol,Manual,First,20.14,1197,81.86,5,5.5,Hyundai
1257,1257,Mahindra XUV500,Kolkata,2013,43000,Diesel,Manual,First,16.0,2179,140.0,7,7.0,Mahindra
1258,1258,Mercedes-Benz E-Class,Delhi,2014,40000,Diesel,Automatic,First,13.0,2143,201.1,5,24.0,Mercedes-Benz
1259,1259,Land Rover,Bangalore,2010,125000,Diesel,Automatic,Second,0.0,2179,115.0,5,11.0,Land
1260,1260,Mercedes-Benz New,Bangalore,2016,51944,Diesel,Automatic,First,19.27,2143,170.0,5,32.5,Mercedes-Benz
1261,1261,Hyundai i20,Kochi,2015,46950,Diesel,Manual,First,21.27,1396,88.76,5,6.45,Hyundai
1262,1262,Skoda Octavia,Mumbai,2015,23000,Diesel,Automatic,First,19.3,1968,141.0,5,15.75,Skoda
1263,1263,Honda City,Mumbai,2014,54546,Petrol,Manual,First,17.0,1497,118.0,5,5.5,Honda
1264,1264,Toyota Fortuner,Kochi,2015,51535,Diesel,Automatic,First,12.55,2982,168.5,7,19.03,Toyota
1265,1265,Audi Q3,Kolkata,2013,45000,Diesel,Automatic,First,17.32,1968,184.0,5,15.25,Audi
1266,1266,Maruti Alto,Hyderabad,2012,46004,Petrol,Manual,First,20.92,998,67.1,5,2.4,Maruti
1267,1267,Tata Indigo,Chennai,2011,124000,Diesel,Manual,First,23.03,1396,69.0,5,2.3,Tata
1268,1268,Audi A4,Kochi,2014,77395,Diesel,Automatic,First,17.11,1968,174.33,5,14.35,Audi
1269,1269,Maruti Alto,Mumbai,2018,10600,CNG,Manual,First,33.44,796,40.3,4,3.5,Maruti
1270,1270,Honda City,Kochi,2018,22974,Petrol,Automatic,First,18.0,1497,117.3,5,11.97,Honda
1272,1272,Toyota Fortuner,Ahmedabad,2015,65012,Diesel,Manual,First,14.24,2755,174.5,7,18.9,Toyota
1273,1273,Hyundai Grand,Ahmedabad,2017,17125,Petrol,Manual,First,18.9,1197,82.0,5,5.4,Hyundai
1274,1274,Maruti Eeco,Hyderabad,2015,90413,Petrol,Manual,First,15.1,1196,73.0,7,2.95,Maruti
1275,1275,Volkswagen Polo,Bangalore,2013,37000,Petrol,Manual,First,16.47,1198,73.9,5,5.1,Volkswagen
1276,1276,Maruti Wagon,Jaipur,2006,65000,Petrol,Manual,First,18.9,1061,67.0,5,1.5,Maruti
1277,1277,Honda City,Bangalore,2011,66000,Petrol,Manual,First,17.0,1497,118.0,5,4.9,Honda
1278,1278,Honda Civic,Mumbai,2010,86000,Petrol,Manual,First,14.8,1799,130.2,5,2.9,Honda
1279,1279,Honda City,Pune,2005,98437,Petrol,Manual,First,13.0,1493,100.0,5,1.15,Honda
1280,1280,Hyundai i20,Kolkata,2010,18000,Petrol,Manual,First,18.5,1197,80.0,5,2.3,Hyundai
1281,1281,Hyundai Grand,Kochi,2018,35070,Diesel,Manual,First,24.0,1120,70.0,5,5.99,Hyundai
1282,1282,Volkswagen Vento,Pune,2011,42000,Petrol,Automatic,Third,14.4,1598,103.6,5,3.4,Volkswagen
1283,1283,Hyundai i10,Kolkata,2009,40000,Petrol,Manual,First,20.36,1197,78.9,5,1.7,Hyundai
1284,1284,Hyundai i20,Kolkata,2009,43000,Petrol,Manual,First,17.0,1197,80.0,5,1.99,Hyundai
1285,1285,Chevrolet Beat,Pune,2012,65000,Petrol,Manual,First,18.6,1199,79.4,5,2.5,Chevrolet
1286,1286,Volkswagen Polo,Hyderabad,2013,74000,Diesel,Manual,First,22.07,1199,73.9,5,4.85,Volkswagen
1287,1287,Ford Figo,Hyderabad,2010,51192,Petrol,Manual,First,15.6,1196,70.0,5,2.65,Ford
1288,1288,Audi TT,Kochi,2014,14262,Petrol,Automatic,First,9.9,1984,207.8,2,27.35,Audi
1289,1289,Honda City,Jaipur,2015,66339,Diesel,Manual,Second,25.1,1498,98.6,5,6.9,Honda
1290,1290,Ford Figo,Hyderabad,2013,90200,Diesel,Manual,First,20.0,1399,68.05,5,3.5,Ford
1291,1291,Toyota Innova,Delhi,2015,57854,Diesel,Manual,First,12.99,2494,100.6,7,12.5,Toyota
1292,1292,Maruti Ciaz,Delhi,2017,32000,Petrol,Automatic,First,19.12,1373,91.1,5,9.2,Maruti
1293,1293,Hyundai Grand,Mumbai,2015,29631,Petrol,Automatic,First,18.9,1197,82.0,5,4.9,Hyundai
1294,1294,Honda City,Delhi,2009,55005,Petrol,Manual,First,12.8,1197,74.0,5,3.2,Honda
1295,1295,Ford EcoSport,Kochi,2014,54173,Petrol,Manual,First,18.88,999,123.24,5,5.55,Ford
1296,1296,Skoda Octavia,Ahmedabad,2014,50000,Petrol,Automatic,First,14.7,1798,177.6,5,13.5,Skoda
1297,1297,Fiat Linea,Kolkata,2010,145000,Diesel,Manual,First,20.4,1248,91.7,5,2.6,Fiat
1298,1298,Maruti Swift,Jaipur,2015,78000,Petrol,Manual,First,16.1,1298,88.2,5,4.5,Maruti
1299,1299,Land Rover,Delhi,2013,65000,Diesel,Automatic,Second,11.8,2993,180.0,7,34.0,Land
1300,1300,Toyota Innova,Hyderabad,2012,120000,Diesel,Manual,First,12.8,2494,102.0,7,12.0,Toyota
1301,1301,Maruti Swift,Mumbai,2015,14000,Diesel,Manual,First,28.4,1248,74.0,5,5.25,Maruti
1302,1302,Audi A6,Kochi,2014,57456,Diesel,Automatic,First,17.68,1968,174.33,5,21.56,Audi
1303,1303,BMW 5,Coimbatore,2012,44450,Diesel,Automatic,First,22.48,1995,190.0,5,24.68,BMW
1304,1304,Hyundai i20,Delhi,2013,63777,Petrol,Manual,First,18.5,1197,82.9,5,3.67,Hyundai
1305,1305,BMW X1,Mumbai,2016,31000,Diesel,Automatic,First,17.05,1995,190.0,5,29.5,BMW
1306,1306,Toyota Etios,Delhi,2012,60000,Petrol,Manual,First,17.6,1496,88.73,5,3.1,Toyota
1307,1307,Tata Indigo,Ahmedabad,2015,78008,Diesel,Manual,First,17.0,1405,70.0,5,2.9,Tata
1308,1308,Mercedes-Benz M-Class,Bangalore,2014,33000,Diesel,Automatic,Second,0.0,2987,165.0,5,43.0,Mercedes-Benz
1309,1309,Volkswagen Beetle,Mumbai,2009,27078,Petrol,Automatic,First,10.98,1984,114.4,4,15.95,Volkswagen
1310,1310,Volkswagen Polo,Hyderabad,2011,57275,Diesel,Manual,First,19.7,1598,103.6,5,4.5,Volkswagen
1311,1311,Hyundai Grand,Delhi,2014,45000,Diesel,Manual,First,24.0,1120,70.0,5,3.49,Hyundai
1312,1312,Maruti Swift,Delhi,2014,57319,Diesel,Manual,First,25.2,1248,74.0,5,4.25,Maruti
